trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.5, 'e': 0.10261537950852166}",25,15,18.687695459198185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.10062573338693172}",20,2,28.89833402759607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.0986356847625424}",30,16,-7.32952158362639,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.09664524159554555}",20,12,12.709798468388353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,10,14.453265014457521,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.09266320348235561}",20,14,-0.8787201031128484,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.09067162446430967}",25,11,26.348167998853597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.08867968275988676}",20,0,-12.95179475968017,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
742,False,"{'a': 0.5, 'e': 0.08668738633685107}",30,22,-8.876545753347393,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.08469474316438559}",20,15,8.42481233670755,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.0827017612130604}",20,12,14.292178028629513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.08070844845480062}",25,0,-48.07251781943448,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
746,False,"{'a': 0.5, 'e': 0.07871481286285463}",25,8,19.628904840800644,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.07672086241176214}",30,8,18.982253742095637,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.0747266050773223}",20,8,7.3549906802011416,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.07273204883656179}",20,12,15.397878922927086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.0707372016677029}",20,0,31.180132446055147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.5, 'e': 0.06874207155013166}",20,13,13.668620862524659,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.06674666646436589}",20,3,27.587543716612867,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.06475099439202324}",20,3,25.87308835177132,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.06275506331578937}",35,0,9.620332128202202,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
755,False,"{'a': 0.5, 'e': 0.0607588812193859}",30,14,25.050948931184138,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.058762456087538564}",20,0,28.449037878131538,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.05676579590594523}",30,7,34.67498140307241,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.05476890866124396}",30,10,29.12815566488327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.05277180234098107}",30,18,22.59842116080543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.05077448493357918}",20,11,19.978352817365874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.04877696442830525}",35,27,11.870033323995608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.04677924881523865}",20,3,-1.1977232603621348,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.044781346085239156}",30,14,27.57449127923202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.04278326422991503}",30,0,3.5345189618957584,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
765,False,"{'a': 0.5, 'e': 0.040785011241591035}",20,8,24.14638919269931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.038786595113276444}",35,25,19.838941129358165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.036788023838633124}",35,21,23.18136017937575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.03478930541194349}",20,6,23.831158401978254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.032790447828078606}",25,9,16.213375691653027,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.030791459082466124}",20,0,35.99725462803501,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
771,False,"{'a': 0.5, 'e': 0.028792347171058368}",20,5,24.50291346246636,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.026793120090300316}",20,7,22.847724450496298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.02479378583709763}",30,4,43.56609431235141,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.022794352408784652}",30,19,24.892139328001896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.02079482780309243}",25,2,28.709771967012646,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.018795220018116725}",25,3,33.860695395285546,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.016795537052286005}",20,10,19.193671130108964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.01479578690432947}",25,15,20.394508629116068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.012795977573245047}",30,19,21.844638694103175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.010796117058267392}",25,11,23.211946230032332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.0087962133588359}",35,16,33.60502240114256,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.0067962744745627}",25,13,23.654589463489447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.004796308405200663}",20,2,24.578318140305555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.0027963231506114}",20,6,20.313445897909254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.0007963267107332633}",20,0,31.89475247174433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
786,False,"{'a': 0.5, 'e': -0.0012036729144506546}",20,10,16.919736132120686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,15.937147396513808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,10,22.256047181826922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,0,37.99272880254537,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,7.930963455340163,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,14.010859182049977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,35.97914337544185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,8,32.18472389255297,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,0,43.65067556515597,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,21.916383321736745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,22.76064865205547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
